INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,27-Aug-2015,0,XX,19053,19079,18920.1,18979.9,18979.9,77617,368606.86,1952025,-133575,07-AUG-2015,
FUTIDX,BANKNIFTY,24-Sep-2015,0,XX,19197.1,19197.1,19020.05,19081.35,19081.35,1889,9014.54,86375,-675,07-AUG-2015,
FUTIDX,BANKNIFTY,29-Oct-2015,0,XX,19216.55,19265.5,19125,19194.9,19194.9,148,709.88,6925,-1550,07-AUG-2015,
FUTIDX,CNXINFRA,27-Aug-2015,0,XX,0,0,0,3235.7,3331.5,0,0,0,0,07-AUG-2015,
FUTIDX,CNXINFRA,24-Sep-2015,0,XX,0,0,0,3362.5,3351.75,0,0,0,0,07-AUG-2015,
FUTIDX,CNXINFRA,29-Oct-2015,0,XX,0,0,0,3349.5,3376.8,0,0,0,0,07-AUG-2015,
FUTIDX,CNXIT,27-Aug-2015,0,XX,11608.45,11699.7,11604.5,11636.6,11636.6,223,650.28,12150,-875,07-AUG-2015,
FUTIDX,CNXIT,24-Sep-2015,0,XX,11699.95,11743.9,11680.55,11680.55,11680.55,4,11.71,275,50,07-AUG-2015,
FUTIDX,CNXIT,29-Oct-2015,0,XX,0,0,0,11620.95,11803.8,0,0,0,0,07-AUG-2015,
FUTIDX,CNXPSE,27-Aug-2015,0,XX,0,0,0,3584,3524.6,0,0,0,0,07-AUG-2015,
FUTIDX,CNXPSE,24-Sep-2015,0,XX,0,0,0,3617.4,3546,0,0,0,0,07-AUG-2015,
FUTIDX,CNXPSE,29-Oct-2015,0,XX,0,0,0,3585.15,3572.55,0,0,0,0,07-AUG-2015,
FUTIDX,DJIA,21-Aug-2015,0,XX,17432.5,17445,17385,17407.5,17407.5,192,836.02,16700,1550,07-AUG-2015,
FUTIDX,DJIA,18-Sep-2015,0,XX,17410,17410,17350,17355,17355,42,182.63,3025,1000,07-AUG-2015,
FUTIDX,DJIA,16-Oct-2015,0,XX,0,0,0,18477.5,17682.5,0,0,0,0,07-AUG-2015,
FUTIDX,DJIA,18-Dec-2015,0,XX,0,0,0,19362.5,17920,0,0,0,0,07-AUG-2015,
FUTIDX,DJIA,18-Mar-2016,0,XX,0,0,0,19560,18272.5,0,0,0,0,07-AUG-2015,
FUTIDX,DJIA,17-Jun-2016,0,XX,0,0,0,19635,18630,0,0,0,0,07-AUG-2015,
FUTIDX,FTSE100,21-Aug-2015,0,XX,0,0,0,6695,6767,0,0,350,0,07-AUG-2015,
FUTIDX,FTSE100,18-Sep-2015,0,XX,0,0,0,7413,6808,0,0,0,0,07-AUG-2015,
FUTIDX,FTSE100,16-Oct-2015,0,XX,0,0,0,6891,6849,0,0,0,0,07-AUG-2015,
FUTIDX,FTSE100,18-Dec-2015,0,XX,0,0,0,7042,6941,0,0,0,0,07-AUG-2015,
FUTIDX,FTSE100,18-Mar-2016,0,XX,0,0,0,7571,7077,0,0,0,0,07-AUG-2015,
FUTIDX,FTSE100,17-Jun-2016,0,XX,0,0,0,7242,7215,0,0,0,0,07-AUG-2015,
FUTIDX,NFTYMCAP50,27-Aug-2015,0,XX,0,0,0,3490,3554.65,0,0,75000,0,07-AUG-2015,
FUTIDX,NFTYMCAP50,24-Sep-2015,0,XX,0,0,0,3316.15,3576.3,0,0,0,0,07-AUG-2015,
FUTIDX,NFTYMCAP50,29-Oct-2015,0,XX,0,0,0,3484.7,3603,0,0,0,0,07-AUG-2015,
FUTIDX,NIFTY,27-Aug-2015,0,XX,8599,8619,8575.2,8594.1,8594.1,224960,483513.09,16827750,-53625,07-AUG-2015,
FUTIDX,NIFTY,24-Sep-2015,0,XX,8652.7,8655.35,8615.1,8633.85,8633.85,5342,11534.26,699650,17150,07-AUG-2015,
FUTIDX,NIFTY,29-Oct-2015,0,XX,8681.8,8695,8655,8672.1,8672.1,2332,5057.88,130150,14650,07-AUG-2015,
FUTIDX,S&P500,21-Aug-2015,0,XX,2085,2085.25,2079,2080,2080,132,687.52,252750,-21250,07-AUG-2015,
FUTIDX,S&P500,18-Sep-2015,0,XX,0,0,0,2196.5,2102.5,0,0,0,0,07-AUG-2015,
FUTIDX,S&P500,16-Oct-2015,0,XX,0,0,0,2166,2115,0,0,0,0,07-AUG-2015,
FUTIDX,S&P500,18-Dec-2015,0,XX,0,0,0,2244.75,2143.5,0,0,0,0,07-AUG-2015,
FUTIDX,S&P500,18-Mar-2016,0,XX,0,0,0,2275.75,2185.5,0,0,0,0,07-AUG-2015,
FUTIDX,S&P500,17-Jun-2016,0,XX,0,0,0,2299,2228.25,0,0,0,0,07-AUG-2015,
FUTIVX,INDIAVIX,11-Aug-2015,0,XX,0,0,0,1533.5,1495.5,0,0,0,0,07-AUG-2015,
FUTIVX,INDIAVIX,18-Aug-2015,0,XX,0,0,0,1602.5,1496.75,0,0,0,0,07-AUG-2015,
FUTIVX,INDIAVIX,25-Aug-2015,0,XX,0,0,0,1511.25,1519,0,0,0,0,07-AUG-2015,
FUTSTK,ABIRLANUVO,27-Aug-2015,0,XX,2328.2,2345,2275.2,2289.35,2289.35,1881,5414.45,676250,-500,07-AUG-2015,
FUTSTK,ABIRLANUVO,24-Sep-2015,0,XX,2339,2339.9,2294,2294.65,2294.65,38,110.15,7750,2750,07-AUG-2015,
FUTSTK,ABIRLANUVO,29-Oct-2015,0,XX,2310,2310,2310,2310,2321.4,2,5.77,625,250,07-AUG-2015,
FUTSTK,ACC,27-Aug-2015,0,XX,1406.25,1414.3,1398,1402.6,1402.6,4099,7203.36,1177750,-63125,07-AUG-2015,
FUTSTK,ACC,24-Sep-2015,0,XX,1420,1420.75,1408.4,1410.85,1410.85,43,75.99,12375,2625,07-AUG-2015,
FUTSTK,ACC,29-Oct-2015,0,XX,0,0,0,1398.4,1424.6,0,0,0,0,07-AUG-2015,
FUTSTK,ADANIENT,27-Aug-2015,0,XX,94.8,94.8,89.8,90.55,90.55,16928,7750.3,11723000,1221500,07-AUG-2015,
