INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,24-Sep-2015,0,XX,16715.6,16798.6,16510.05,16628.5,16628.5,148261,617425.03,2432200,-107250,11-SEP-2015,
FUTIDX,BANKNIFTY,29-Oct-2015,0,XX,16826.15,16880.35,16606,16722.05,16722.05,5149,21580.49,140050,1175,11-SEP-2015,
FUTIDX,BANKNIFTY,26-Nov-2015,0,XX,16909.05,16953.95,16742.05,16772.5,16772.5,215,1086.46,11370,-1170,11-SEP-2015,
FUTIDX,CNXINFRA,24-Sep-2015,0,XX,0,0,0,3362.5,2896.45,0,0,0,0,11-SEP-2015,
FUTIDX,CNXINFRA,29-Oct-2015,0,XX,0,0,0,3349.5,2918.25,0,0,0,0,11-SEP-2015,
FUTIDX,CNXINFRA,26-Nov-2015,0,XX,0,0,0,3019.6,2935.7,0,0,0,0,11-SEP-2015,
FUTIDX,CNXIT,24-Sep-2015,0,XX,11495,11559.45,11405,11429.1,11429.1,445,1276.49,11325,-475,11-SEP-2015,
FUTIDX,CNXIT,29-Oct-2015,0,XX,11559.45,11620,11530,11538,11549.7,17,49.16,775,350,11-SEP-2015,
FUTIDX,CNXIT,26-Nov-2015,0,XX,0,0,0,11620.7,11618.75,0,0,0,0,11-SEP-2015,
FUTIDX,CNXPSE,24-Sep-2015,0,XX,0,0,0,3617.4,2997.25,0,0,0,0,11-SEP-2015,
FUTIDX,CNXPSE,29-Oct-2015,0,XX,0,0,0,3585.15,3019.8,0,0,0,0,11-SEP-2015,
FUTIDX,CNXPSE,26-Nov-2015,0,XX,0,0,0,3158.15,3037.85,0,0,0,0,11-SEP-2015,
FUTIDX,DJIA,18-Sep-2015,0,XX,16370,16372.5,16225,16267.5,16267.5,195,795.18,10000,-2300,11-SEP-2015,
FUTIDX,DJIA,16-Oct-2015,0,XX,16335,16335,16245,16245,16245,5,20.36,425,125,11-SEP-2015,
FUTIDX,DJIA,20-Nov-2015,0,XX,0,0,0,17315,16577.5,0,0,0,0,11-SEP-2015,
FUTIDX,DJIA,18-Dec-2015,0,XX,0,0,0,19362.5,16675,0,0,0,0,11-SEP-2015,
FUTIDX,DJIA,18-Mar-2016,0,XX,0,0,0,19560,17002.5,0,0,0,0,11-SEP-2015,
FUTIDX,DJIA,17-Jun-2016,0,XX,0,0,0,19635,17335,0,0,0,0,11-SEP-2015,
