INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,27-Aug-2015,0,XX,18900.55,19149.9,18845,18959.3,18959.3,102057,485977.19,2065350,113325,10-AUG-2015,
FUTIDX,BANKNIFTY,24-Sep-2015,0,XX,19102.5,19240.1,18954.85,19060.4,19060.4,3627,17358.78,102100,15725,10-AUG-2015,
FUTIDX,BANKNIFTY,29-Oct-2015,0,XX,19167.35,19340,19060,19152.2,19152.2,236,1134.7,7325,400,10-AUG-2015,
FUTIDX,CNXINFRA,27-Aug-2015,0,XX,0,0,0,3235.7,3305.75,0,0,0,0,10-AUG-2015,
FUTIDX,CNXINFRA,24-Sep-2015,0,XX,0,0,0,3362.5,3325.65,0,0,0,0,10-AUG-2015,
FUTIDX,CNXINFRA,29-Oct-2015,0,XX,0,0,0,3349.5,3350.4,0,0,0,0,10-AUG-2015,
FUTIDX,CNXIT,27-Aug-2015,0,XX,11660,11727.7,11550,11595.05,11595.05,244,711.52,12175,25,10-AUG-2015,
FUTIDX,CNXIT,24-Sep-2015,0,XX,11740,11750,11645.55,11684.1,11684.1,11,32.19,275,0,10-AUG-2015,
FUTIDX,CNXIT,29-Oct-2015,0,XX,0,0,0,11620.95,11771.7,0,0,0,0,10-AUG-2015,
FUTIDX,CNXPSE,27-Aug-2015,0,XX,0,0,0,3584,3490.2,0,0,0,0,10-AUG-2015,
FUTIDX,CNXPSE,24-Sep-2015,0,XX,0,0,0,3617.4,3511.2,0,0,0,0,10-AUG-2015,
FUTIDX,CNXPSE,29-Oct-2015,0,XX,0,0,0,3585.15,3537.35,0,0,0,0,10-AUG-2015,
FUTIDX,DJIA,21-Aug-2015,0,XX,17405,17420,17375,17392.5,17392.5,271,1178.6,18425,1725,10-AUG-2015,
FUTIDX,DJIA,18-Sep-2015,0,XX,17375,17375,17350,17350,17350,21,91.21,3525,500,10-AUG-2015,
FUTIDX,DJIA,16-Oct-2015,0,XX,0,0,0,18477.5,17622.5,0,0,0,0,10-AUG-2015,
FUTIDX,DJIA,18-Dec-2015,0,XX,0,0,0,19362.5,17860,0,0,0,0,10-AUG-2015,
FUTIDX,DJIA,18-Mar-2016,0,XX,0,0,0,19560,18207.5,0,0,0,0,10-AUG-2015,
FUTIDX,DJIA,17-Jun-2016,0,XX,0,0,0,19635,18562.5,0,0,0,0,10-AUG-2015,
FUTIDX,FTSE100,21-Aug-2015,0,XX,0,0,0,6695,6734,0,0,350,0,10-AUG-2015,
FUTIDX,FTSE100,18-Sep-2015,0,XX,0,0,0,7413,6775,0,0,0,0,10-AUG-2015,
FUTIDX,FTSE100,16-Oct-2015,0,XX,0,0,0,6891,6815,0,0,0,0,10-AUG-2015,
