INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,30-Jul-2015,0,XX,18540,18750,18518,18721.95,18721.95,110150,513803.82,1835975,146775,03-JUL-2015,
FUTIDX,BANKNIFTY,27-Aug-2015,0,XX,18580.4,18836.85,18578.35,18813.55,18813.55,3087,14464.75,90700,4650,03-JUL-2015,
FUTIDX,BANKNIFTY,24-Sep-2015,0,XX,18723.65,18930,18720,18898.3,18898.3,137,644.73,15300,1100,03-JUL-2015,
FUTIDX,CNXINFRA,30-Jul-2015,0,XX,0,0,0,3218.65,3340.55,0,0,0,0,03-JUL-2015,
FUTIDX,CNXINFRA,27-Aug-2015,0,XX,0,0,0,3235.7,3361.6,0,0,0,0,03-JUL-2015,
FUTIDX,CNXINFRA,24-Sep-2015,0,XX,0,0,0,3362.5,3382.45,0,0,0,0,03-JUL-2015,
FUTIDX,CNXIT,30-Jul-2015,0,XX,11100,11222,11100,11206.45,11206.45,270,754.63,14525,-225,03-JUL-2015,
FUTIDX,CNXIT,27-Aug-2015,0,XX,11254.9,11254.9,11232.6,11232.6,11335.5,2,5.62,175,-25,03-JUL-2015,
FUTIDX,CNXIT,24-Sep-2015,0,XX,0,0,0,11132.05,11405.8,0,0,0,0,03-JUL-2015,
FUTIDX,CNXPSE,30-Jul-2015,0,XX,0,0,0,3483.45,3590.6,0,0,0,0,03-JUL-2015,
FUTIDX,CNXPSE,27-Aug-2015,0,XX,0,0,0,3584,3613.25,0,0,0,0,03-JUL-2015,
FUTIDX,CNXPSE,24-Sep-2015,0,XX,0,0,0,3617.4,3635.65,0,0,0,0,03-JUL-2015,
FUTIDX,DJIA,17-Jul-2015,0,XX,17705,17722.5,17680,17710,17710,241,1066.79,10025,-950,03-JUL-2015,
FUTIDX,DJIA,21-Aug-2015,0,XX,17650,17680,17645,17672.5,17672.5,22,97.16,525,375,03-JUL-2015,
FUTIDX,DJIA,18-Sep-2015,0,XX,0,0,0,18300,18035,0,0,25,0,03-JUL-2015,
FUTIDX,DJIA,18-Dec-2015,0,XX,0,0,0,19362.5,18402.5,0,0,0,0,03-JUL-2015,
FUTIDX,DJIA,18-Mar-2016,0,XX,0,0,0,19560,18775,0,0,0,0,03-JUL-2015,
FUTIDX,DJIA,17-Jun-2016,0,XX,0,0,0,19635,19155,0,0,0,0,03-JUL-2015,
FUTIDX,FTSE100,17-Jul-2015,0,XX,0,0,0,6649,6651,0,0,450,0,03-JUL-2015,
FUTIDX,FTSE100,21-Aug-2015,0,XX,0,0,0,7109,6703,0,0,0,0,03-JUL-2015,
FUTIDX,FTSE100,18-Sep-2015,0,XX,0,0,0,7413,6745,0,0,0,0,03-JUL-2015,
FUTIDX,FTSE100,18-Dec-2015,0,XX,0,0,0,7042,6882,0,0,0,0,03-JUL-2015,
FUTIDX,FTSE100,18-Mar-2016,0,XX,0,0,0,7571,7021,0,0,0,0,03-JUL-2015,
FUTIDX,FTSE100,17-Jun-2016,0,XX,0,0,0,7242,7164,0,0,0,0,03-JUL-2015,
FUTIDX,NFTYMCAP50,30-Jul-2015,0,XX,0,0,0,3333.2,3312.25,0,0,0,0,03-JUL-2015,
FUTIDX,NFTYMCAP50,27-Aug-2015,0,XX,0,0,0,3414.35,3333.15,0,0,0,0,03-JUL-2015,
FUTIDX,NFTYMCAP50,24-Sep-2015,0,XX,0,0,0,3316.15,3353.85,0,0,0,0,03-JUL-2015,
FUTIDX,NIFTY,30-Jul-2015,0,XX,8440,8497,8405.65,8488,8488,364786,772816.06,17359875,384500,03-JUL-2015,
FUTIDX,NIFTY,27-Aug-2015,0,XX,8466.4,8535,8450,8523.65,8523.65,15045,32006.01,1048150,29325,03-JUL-2015,
FUTIDX,NIFTY,24-Sep-2015,0,XX,8538.9,8568.75,8490,8555.7,8555.7,5537,11826.91,155025,58700,03-JUL-2015,
FUTIDX,S&P500,17-Jul-2015,0,XX,2075,2075.25,2072,2073.25,2073.25,383,1984.8,180250,49250,03-JUL-2015,
FUTIDX,S&P500,21-Aug-2015,0,XX,0,0,0,2168.5,2099.5,0,0,0,0,03-JUL-2015,
FUTIDX,S&P500,18-Sep-2015,0,XX,0,0,0,2196.5,2112.5,0,0,0,0,03-JUL-2015,
FUTIDX,S&P500,18-Dec-2015,0,XX,0,0,0,2244.75,2155.5,0,0,0,0,03-JUL-2015,
FUTIDX,S&P500,18-Mar-2016,0,XX,0,0,0,2275.75,2199.25,0,0,0,0,03-JUL-2015,
FUTIDX,S&P500,17-Jun-2016,0,XX,0,0,0,2299,2243.75,0,0,0,0,03-JUL-2015,
