INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,25-Jun-2015,0,XX,18400,18480,18255.25,18390.55,18390.55,142663,655659.68,2015475,-281550,23-JUN-2015,
FUTIDX,BANKNIFTY,30-Jul-2015,0,XX,18395.6,18515,18295,18412.2,18412.2,29558,136130.44,674450,206375,23-JUN-2015,
FUTIDX,BANKNIFTY,27-Aug-2015,0,XX,18550,18630,18400,18530.95,18530.95,430,1992,24650,2675,23-JUN-2015,
FUTIDX,CNXINFRA,25-Jun-2015,0,XX,0,0,0,3245.75,3272.85,0,0,0,0,23-JUN-2015,
FUTIDX,CNXINFRA,30-Jul-2015,0,XX,0,0,0,3218.65,3298.35,0,0,0,0,23-JUN-2015,
FUTIDX,CNXINFRA,27-Aug-2015,0,XX,0,0,0,3235.7,3318.85,0,0,0,0,23-JUN-2015,
FUTIDX,CNXIT,25-Jun-2015,0,XX,11455,11455,11332.6,11347.9,11347.9,361,1026.97,7650,-1250,23-JUN-2015,
FUTIDX,CNXIT,30-Jul-2015,0,XX,11510.4,11510.4,11390,11399.85,11399.85,66,188.69,2250,600,23-JUN-2015,
FUTIDX,CNXIT,27-Aug-2015,0,XX,0,0,0,11164.35,11505.55,0,0,75,0,23-JUN-2015,
FUTIDX,CNXPSE,25-Jun-2015,0,XX,0,0,0,3465.9,3560,0,0,0,0,23-JUN-2015,
FUTIDX,CNXPSE,30-Jul-2015,0,XX,0,0,0,3483.45,3587.75,0,0,0,0,23-JUN-2015,
FUTIDX,CNXPSE,27-Aug-2015,0,XX,0,0,0,3584,3610.05,0,0,0,0,23-JUN-2015,
FUTIDX,DJIA,17-Jul-2015,0,XX,18087.5,18110,18072.5,18085,18085,339,1533.48,12900,300,23-JUN-2015,
FUTIDX,DJIA,21-Aug-2015,0,XX,0,0,0,18660,18360,0,0,0,0,23-JUN-2015,
FUTIDX,DJIA,18-Sep-2015,0,XX,0,0,0,18855,18472.5,0,0,0,0,23-JUN-2015,
FUTIDX,DJIA,18-Dec-2015,0,XX,0,0,0,19362.5,18850,0,0,0,0,23-JUN-2015,
FUTIDX,DJIA,18-Mar-2016,0,XX,0,0,0,19560,19232.5,0,0,0,0,23-JUN-2015,
FUTIDX,DJIA,17-Jun-2016,0,XX,0,0,0,19635,19625,0,0,0,0,23-JUN-2015,
FUTIDX,FTSE100,17-Jul-2015,0,XX,0,0,0,6750,6862,0,0,300,0,23-JUN-2015,
FUTIDX,FTSE100,21-Aug-2015,0,XX,0,0,0,7109,6916,0,0,0,0,23-JUN-2015,
FUTIDX,FTSE100,18-Sep-2015,0,XX,0,0,0,7413,6959,0,0,0,0,23-JUN-2015,
FUTIDX,FTSE100,18-Dec-2015,0,XX,0,0,0,7042,7100,0,0,0,0,23-JUN-2015,
FUTIDX,FTSE100,18-Mar-2016,0,XX,0,0,0,7571,7245,0,0,0,0,23-JUN-2015,
FUTIDX,FTSE100,17-Jun-2016,0,XX,0,0,0,7242,7392,0,0,0,0,23-JUN-2015,
FUTIDX,NFTYMCAP50,25-Jun-2015,0,XX,0,0,0,3377.6,3284.85,0,0,0,0,23-JUN-2015,
FUTIDX,NFTYMCAP50,30-Jul-2015,0,XX,0,0,0,3333.2,3310.4,0,0,0,0,23-JUN-2015,
FUTIDX,NFTYMCAP50,27-Aug-2015,0,XX,0,0,0,3414.35,3331,0,0,0,0,23-JUN-2015,
FUTIDX,NIFTY,25-Jun-2015,0,XX,8364,8397.9,8330.15,8377.4,8377.4,415875,870381.54,11808475,-1123975,23-JUN-2015,
FUTIDX,NIFTY,30-Jul-2015,0,XX,8365.3,8423.05,8356,8402.1,8402.1,195511,410349.79,6254025,2003750,23-JUN-2015,
FUTIDX,NIFTY,27-Aug-2015,0,XX,8421.45,8463,8395.2,8443.5,8443.5,6760,14259.4,505125,49325,23-JUN-2015,
FUTIDX,S&P500,17-Jul-2015,0,XX,2119.25,2122.25,2117.25,2117.25,2117.25,94,498.29,256750,11500,23-JUN-2015,
FUTIDX,S&P500,21-Aug-2015,0,XX,0,0,0,2168.5,2151,0,0,0,0,23-JUN-2015,
FUTIDX,S&P500,18-Sep-2015,0,XX,0,0,0,2196.5,2164.25,0,0,0,0,23-JUN-2015,
FUTIDX,S&P500,18-Dec-2015,0,XX,0,0,0,2244.75,2208.25,0,0,0,0,23-JUN-2015,
FUTIDX,S&P500,18-Mar-2016,0,XX,0,0,0,2275.75,2253.25,0,0,0,0,23-JUN-2015,
FUTIDX,S&P500,17-Jun-2016,0,XX,0,0,0,2299,2299,0,0,0,0,23-JUN-2015,
FUTIVX,INDIAVIX,23-Jun-2015,0,XX,0,0,0,1845,1504.25,0,0,700,0,23-JUN-2015,
FUTIVX,INDIAVIX,30-Jun-2015,0,XX,0,0,0,1796.75,1522.25,0,0,0,0,23-JUN-2015,
FUTIVX,INDIAVIX,07-Jul-2015,0,XX,0,0,0,1721.75,1527.75,0,0,0,0,23-JUN-2015,
FUTSTK,ABIRLANUVO,25-Jun-2015,0,XX,1781.9,1799,1745.05,1763.2,1763.2,2526,5588.43,897500,-119375,23-JUN-2015,
