INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,29-Oct-2015,0,XX,17825,17860,17542,17672.75,17672.75,152981,675296.52,2333975,-132875,06-OCT-2015,
FUTIDX,BANKNIFTY,26-Nov-2015,0,XX,17920.35,17931.2,17642.75,17773.9,17773.9,2181,11617.01,71010,1770,06-OCT-2015,
FUTIDX,BANKNIFTY,31-Dec-2015,0,XX,17990.2,17990.2,17751,17869.1,17869.1,88,471.22,10200,630,06-OCT-2015,
FUTIDX,CNXINFRA,29-Oct-2015,0,XX,0,0,0,3349.5,2950.35,0,0,0,0,06-OCT-2015,
FUTIDX,CNXINFRA,26-Nov-2015,0,XX,0,0,0,3019.6,2967,0,0,0,0,06-OCT-2015,
FUTIDX,CNXINFRA,31-Dec-2015,0,XX,0,0,0,2832.6,2987.65,0,0,0,0,06-OCT-2015,
FUTIDX,CNXIT,29-Oct-2015,0,XX,12045.55,12054,11859.8,11883.95,11883.95,364,1085.83,11850,-325,06-OCT-2015,
FUTIDX,CNXIT,26-Nov-2015,0,XX,0,0,0,11620.7,12010.65,0,0,0,0,06-OCT-2015,
FUTIDX,CNXIT,31-Dec-2015,0,XX,0,0,0,12196.45,12094.2,0,0,0,0,06-OCT-2015,
FUTIDX,CNXPSE,29-Oct-2015,0,XX,0,0,0,3585.15,3126.4,0,0,0,0,06-OCT-2015,
FUTIDX,CNXPSE,26-Nov-2015,0,XX,0,0,0,3158.15,3144,0,0,0,0,06-OCT-2015,
FUTIDX,CNXPSE,31-Dec-2015,0,XX,0,0,0,3039.2,3165.9,0,0,0,0,06-OCT-2015,
FUTIDX,DJIA,16-Oct-2015,0,XX,16650,16710,16630,16677.5,16677.5,230,958.79,11925,375,06-OCT-2015,
FUTIDX,DJIA,20-Nov-2015,0,XX,0,0,0,17315,16927.5,0,0,0,0,06-OCT-2015,
FUTIDX,DJIA,18-Dec-2015,0,XX,0,0,0,19362.5,17022.5,0,0,0,0,06-OCT-2015,
FUTIDX,DJIA,18-Mar-2016,0,XX,0,0,0,16072.5,17332.5,0,0,30,0,06-OCT-2015,
FUTIDX,DJIA,17-Jun-2016,0,XX,0,0,0,16385,17647.5,0,0,30,0,06-OCT-2015,
FUTIDX,DJIA,16-Sep-2016,0,XX,0,0,0,16702.5,17967.5,0,0,30,0,06-OCT-2015,
FUTIDX,FTSE100,16-Oct-2015,0,XX,6270,6270,6270,6270,6312,2,6.27,300,-100,06-OCT-2015,
FUTIDX,FTSE100,20-Nov-2015,0,XX,0,0,0,6531,6356,0,0,0,0,06-OCT-2015,
FUTIDX,FTSE100,18-Dec-2015,0,XX,0,0,0,7042,6391,0,0,0,0,06-OCT-2015,
FUTIDX,FTSE100,18-Mar-2016,0,XX,0,0,0,7571,6507,0,0,0,0,06-OCT-2015,
FUTIDX,FTSE100,17-Jun-2016,0,XX,0,0,0,7242,6626,0,0,0,0,06-OCT-2015,
FUTIDX,FTSE100,16-Sep-2016,0,XX,0,0,0,6637,6746,0,0,0,0,06-OCT-2015,
FUTIDX,NFTYMCAP50,29-Oct-2015,0,XX,0,0,0,3200,3321.2,0,0,37500,0,06-OCT-2015,
FUTIDX,NFTYMCAP50,26-Nov-2015,0,XX,0,0,0,3212.5,3339.95,0,0,0,0,06-OCT-2015,
FUTIDX,NFTYMCAP50,31-Dec-2015,0,XX,0,0,0,3224.45,3363.2,0,0,0,0,06-OCT-2015,
