INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,29-Oct-2015,0,XX,17440.05,17744.9,17356.2,17722.2,17722.2,165814,729801.89,2466850,-98975,05-OCT-2015,
FUTIDX,BANKNIFTY,26-Nov-2015,0,XX,17546.2,17835,17502.4,17815.25,17815.25,2716,14416.52,69240,5730,05-OCT-2015,
FUTIDX,BANKNIFTY,31-Dec-2015,0,XX,17598.8,17925,17598.75,17910.1,17910.1,158,843.13,9570,810,05-OCT-2015,
FUTIDX,CNXINFRA,29-Oct-2015,0,XX,0,0,0,3349.5,2941.9,0,0,0,0,05-OCT-2015,
FUTIDX,CNXINFRA,26-Nov-2015,0,XX,0,0,0,3019.6,2958.6,0,0,0,0,05-OCT-2015,
FUTIDX,CNXINFRA,31-Dec-2015,0,XX,0,0,0,2832.6,2979.3,0,0,0,0,05-OCT-2015,
FUTIDX,CNXIT,29-Oct-2015,0,XX,11944.95,12020.05,11893.05,11984.6,11984.6,393,1175.26,12175,750,05-OCT-2015,
FUTIDX,CNXIT,26-Nov-2015,0,XX,0,0,0,11620.7,12126.9,0,0,0,0,05-OCT-2015,
FUTIDX,CNXIT,31-Dec-2015,0,XX,0,0,0,12196.45,12211.6,0,0,0,0,05-OCT-2015,
FUTIDX,CNXPSE,29-Oct-2015,0,XX,0,0,0,3585.15,3102.3,0,0,0,0,05-OCT-2015,
FUTIDX,CNXPSE,26-Nov-2015,0,XX,0,0,0,3158.15,3119.9,0,0,0,0,05-OCT-2015,
FUTIDX,CNXPSE,31-Dec-2015,0,XX,0,0,0,3039.2,3141.7,0,0,0,0,05-OCT-2015,
FUTIDX,DJIA,16-Oct-2015,0,XX,16440,16520,16405,16500,16500,217,892.72,11550,-675,05-OCT-2015,
FUTIDX,DJIA,20-Nov-2015,0,XX,0,0,0,17315,16625,0,0,0,0,05-OCT-2015,
FUTIDX,DJIA,18-Dec-2015,0,XX,0,0,0,19362.5,16717.5,0,0,0,0,05-OCT-2015,
FUTIDX,DJIA,18-Mar-2016,0,XX,0,0,0,16072.5,17022.5,0,0,30,0,05-OCT-2015,
FUTIDX,DJIA,17-Jun-2016,0,XX,0,0,0,16385,17335,0,0,30,0,05-OCT-2015,
FUTIDX,DJIA,16-Sep-2016,0,XX,0,0,0,16702.5,17650,0,0,30,0,05-OCT-2015,
FUTIDX,FTSE100,16-Oct-2015,0,XX,0,0,0,6075,6144,0,0,400,0,05-OCT-2015,
FUTIDX,FTSE100,20-Nov-2015,0,XX,0,0,0,6531,6187,0,0,0,0,05-OCT-2015,
FUTIDX,FTSE100,18-Dec-2015,0,XX,0,0,0,7042,6221,0,0,0,0,05-OCT-2015,
FUTIDX,FTSE100,18-Mar-2016,0,XX,0,0,0,7571,6335,0,0,0,0,05-OCT-2015,
FUTIDX,FTSE100,17-Jun-2016,0,XX,0,0,0,7242,6451,0,0,0,0,05-OCT-2015,
FUTIDX,FTSE100,16-Sep-2016,0,XX,0,0,0,6637,6568,0,0,0,0,05-OCT-2015,
FUTIDX,NFTYMCAP50,29-Oct-2015,0,XX,0,0,0,3200,3291.45,0,0,37500,0,05-OCT-2015,
FUTIDX,NFTYMCAP50,26-Nov-2015,0,XX,0,0,0,3212.5,3310.15,0,0,0,0,05-OCT-2015,
FUTIDX,NFTYMCAP50,31-Dec-2015,0,XX,0,0,0,3224.45,3333.25,0,0,0,0,05-OCT-2015,
FUTIDX,NIFTY,29-Oct-2015,0,XX,8034.95,8145,8030.55,8132.8,8132.8,476060,963044.32,20337625,1244750,05-OCT-2015,
FUTIDX,NIFTY,26-Nov-2015,0,XX,8056,8188.95,8056,8170.4,8170.4,5688,34669.67,1174875,94275,05-OCT-2015,
FUTIDX,NIFTY,31-Dec-2015,0,XX,8123.6,8225,8118.7,8215.15,8215.15,2316,14193.68,264525,74850,05-OCT-2015,
FUTIDX,S&P500,16-Oct-2015,0,XX,1948.75,1957,1945.25,1956,1956,193,941.67,146500,4750,05-OCT-2015,
FUTIDX,S&P500,20-Nov-2015,0,XX,0,0,0,2074.75,1969.5,0,0,0,0,05-OCT-2015,
FUTIDX,S&P500,18-Dec-2015,0,XX,0,0,0,2244.75,1980.5,0,0,0,0,05-OCT-2015,
FUTIDX,S&P500,18-Mar-2016,0,XX,0,0,0,2275.75,2016.5,0,0,0,0,05-OCT-2015,
FUTIDX,S&P500,17-Jun-2016,0,XX,0,0,0,2299,2053.5,0,0,0,0,05-OCT-2015,
FUTIDX,S&P500,16-Sep-2016,0,XX,0,0,0,2150.5,2091,0,0,0,0,05-OCT-2015,
FUTIVX,INDIAVIX,06-Oct-2015,0,XX,0,0,0,2301.25,1910.5,0,0,0,0,05-OCT-2015,
FUTIVX,INDIAVIX,13-Oct-2015,0,XX,0,0,0,2007,1910.5,0,0,0,0,05-OCT-2015,
FUTIVX,INDIAVIX,20-Oct-2015,0,XX,0,0,0,2115,1910.5,0,0,0,0,05-OCT-2015,
FUTSTK,ABIRLANUVO,29-Oct-2015,0,XX,2191.6,2214.7,2185.1,2207.65,2207.65,1153,3177.9,551750,12000,05-OCT-2015,
FUTSTK,ABIRLANUVO,26-Nov-2015,0,XX,2200.1,2223.15,2200.1,2223.15,2221.65,5,27.63,4500,500,05-OCT-2015,
FUTSTK,ABIRLANUVO,31-Dec-2015,0,XX,0,0,0,2160,2237.15,0,0,250,0,05-OCT-2015,
FUTSTK,ACC,29-Oct-2015,0,XX,1372.55,1385,1363.6,1374.85,1374.85,2975,5106.54,1067375,9000,05-OCT-2015,
FUTSTK,ACC,26-Nov-2015,0,XX,1373.75,1389.15,1373.75,1381.1,1381.1,45,233.07,14625,1875,05-OCT-2015,
FUTSTK,ACC,31-Dec-2015,0,XX,0,0,0,1370.3,1393.65,0,0,0,0,05-OCT-2015,
FUTSTK,ADANIENT,29-Oct-2015,0,XX,81.8,83.5,81.45,82.85,82.85,9107,3752.57,11331000,89500,05-OCT-2015,
FUTSTK,ADANIENT,26-Nov-2015,0,XX,82.35,83.65,82.35,83.1,83.15,15,74.73,66000,0,05-OCT-2015,
