INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,28-May-2015,0,XX,18420,18599,18375,18523.6,18523.6,98029,454210,1770450,94975,20-MAY-2015,
FUTIDX,BANKNIFTY,25-Jun-2015,0,XX,18480,18645.65,18450,18579.35,18579.35,6776,31477.91,243900,16500,20-MAY-2015,
FUTIDX,BANKNIFTY,30-Jul-2015,0,XX,18556.75,18715,18556.75,18659.35,18659.35,341,1591.46,19875,2500,20-MAY-2015,
FUTIDX,CNXINFRA,28-May-2015,0,XX,0,0,0,3296,3164.25,0,0,100,0,20-MAY-2015,
FUTIDX,CNXINFRA,25-Jun-2015,0,XX,0,0,0,3245.75,3184.65,0,0,0,0,20-MAY-2015,
FUTIDX,CNXINFRA,30-Jul-2015,0,XX,0,0,0,3218.65,3210.1,0,0,0,0,20-MAY-2015,
FUTIDX,CNXIT,28-May-2015,0,XX,11443,11600,11440.15,11574.45,11574.45,759,2190.46,18400,1700,20-MAY-2015,
FUTIDX,CNXIT,25-Jun-2015,0,XX,11475,11590,11459.15,11578.35,11578.35,50,144.2,3250,950,20-MAY-2015,
FUTIDX,CNXIT,30-Jul-2015,0,XX,0,0,0,11224.25,11760.05,0,0,0,0,20-MAY-2015,
FUTIDX,CNXPSE,28-May-2015,0,XX,0,0,0,3490,3432.8,0,0,0,0,20-MAY-2015,
FUTIDX,CNXPSE,25-Jun-2015,0,XX,0,0,0,3465.9,3454.9,0,0,0,0,20-MAY-2015,
FUTIDX,CNXPSE,30-Jul-2015,0,XX,0,0,0,3483.45,3482.5,0,0,0,0,20-MAY-2015,
FUTIDX,DJIA,19-Jun-2015,0,XX,18275,18292.5,18245,18265,18265,145,662.09,25025,1150,20-MAY-2015,
FUTIDX,DJIA,17-Jul-2015,0,XX,0,0,0,18472.5,18557.5,0,0,0,0,20-MAY-2015,
FUTIDX,DJIA,21-Aug-2015,0,XX,0,0,0,18660,18705,0,0,0,0,20-MAY-2015,
FUTIDX,DJIA,18-Sep-2015,0,XX,0,0,0,18855,18825,0,0,0,0,20-MAY-2015,
FUTIDX,DJIA,18-Dec-2015,0,XX,0,0,0,19362.5,19217.5,0,0,0,0,20-MAY-2015,
FUTIDX,DJIA,18-Mar-2016,0,XX,0,0,0,19560,19620,0,0,0,0,20-MAY-2015,
FUTIDX,FTSE100,19-Jun-2015,0,XX,0,0,0,6970,7042,0,0,500,0,20-MAY-2015,
FUTIDX,FTSE100,17-Jul-2015,0,XX,0,0,0,7246,7088,0,0,0,0,20-MAY-2015,
FUTIDX,FTSE100,21-Aug-2015,0,XX,0,0,0,7109,7145,0,0,0,0,20-MAY-2015,
FUTIDX,FTSE100,18-Sep-2015,0,XX,0,0,0,7413,7191,0,0,0,0,20-MAY-2015,
FUTIDX,FTSE100,18-Dec-2015,0,XX,0,0,0,7042,7341,0,0,0,0,20-MAY-2015,
FUTIDX,FTSE100,18-Mar-2016,0,XX,0,0,0,7571,7495,0,0,0,0,20-MAY-2015,
FUTIDX,NFTYMCAP50,28-May-2015,0,XX,0,0,0,3426.25,3353.15,0,0,0,0,20-MAY-2015,
