INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,29-Oct-2015,0,XX,17485,17534,17181.95,17319.35,17319.35,188082,814696.67,2608650,57425,30-SEP-2015,
FUTIDX,BANKNIFTY,26-Nov-2015,0,XX,17600,17634.3,17285.4,17417.6,17417.6,2569,13433.88,62070,4950,30-SEP-2015,
FUTIDX,BANKNIFTY,31-Dec-2015,0,XX,17700,17700,17400,17510.25,17510.25,287,1508.26,8790,2730,30-SEP-2015,
FUTIDX,CNXINFRA,29-Oct-2015,0,XX,0,0,0,3349.5,2841.55,0,0,0,0,30-SEP-2015,
FUTIDX,CNXINFRA,26-Nov-2015,0,XX,0,0,0,3019.6,2857.9,0,0,0,0,30-SEP-2015,
FUTIDX,CNXINFRA,31-Dec-2015,0,XX,0,0,0,2832.6,2878.1,0,0,0,0,30-SEP-2015,
FUTIDX,CNXIT,29-Oct-2015,0,XX,11955,12085,11911.05,12055.95,12055.95,343,1028.54,9550,200,30-SEP-2015,
FUTIDX,CNXIT,26-Nov-2015,0,XX,0,0,0,11620.7,12171.2,0,0,0,0,30-SEP-2015,
FUTIDX,CNXIT,31-Dec-2015,0,XX,0,0,0,12196.45,12257.4,0,0,0,0,30-SEP-2015,
FUTIDX,CNXPSE,29-Oct-2015,0,XX,0,0,0,3585.15,3040.65,0,0,0,0,30-SEP-2015,
FUTIDX,CNXPSE,26-Nov-2015,0,XX,0,0,0,3158.15,3058.1,0,0,0,0,30-SEP-2015,
FUTIDX,CNXPSE,31-Dec-2015,0,XX,0,0,0,3039.2,3079.8,0,0,0,0,30-SEP-2015,
FUTIDX,DJIA,16-Oct-2015,0,XX,16100,16190,16095,16185,16185,341,1374.36,12325,-2150,30-SEP-2015,
FUTIDX,DJIA,20-Nov-2015,0,XX,0,0,0,17315,16215,0,0,0,0,30-SEP-2015,
FUTIDX,DJIA,18-Dec-2015,0,XX,0,0,0,19362.5,16307.5,0,0,0,0,30-SEP-2015,
FUTIDX,DJIA,18-Mar-2016,0,XX,0,0,0,16072.5,16610,0,0,30,0,30-SEP-2015,
FUTIDX,DJIA,17-Jun-2016,0,XX,0,0,0,16385,16917.5,0,0,30,0,30-SEP-2015,
FUTIDX,DJIA,16-Sep-2016,0,XX,0,0,0,16702.5,17230,0,0,30,0,30-SEP-2015,
FUTIDX,FTSE100,16-Oct-2015,0,XX,0,0,0,6075,5929,0,0,400,0,30-SEP-2015,
FUTIDX,FTSE100,20-Nov-2015,0,XX,0,0,0,6531,5971,0,0,0,0,30-SEP-2015,
FUTIDX,FTSE100,18-Dec-2015,0,XX,0,0,0,7042,6005,0,0,0,0,30-SEP-2015,
FUTIDX,FTSE100,18-Mar-2016,0,XX,0,0,0,7571,6116,0,0,0,0,30-SEP-2015,
FUTIDX,FTSE100,17-Jun-2016,0,XX,0,0,0,7242,6229,0,0,0,0,30-SEP-2015,
FUTIDX,FTSE100,16-Sep-2016,0,XX,0,0,0,6637,6344,0,0,0,0,30-SEP-2015,
FUTIDX,NFTYMCAP50,29-Oct-2015,0,XX,3350,3350,3200,3200,3219.9,2,4.91,37500,0,30-SEP-2015,
FUTIDX,NFTYMCAP50,26-Nov-2015,0,XX,0,0,0,3212.5,3238.4,0,0,0,0,30-SEP-2015,
FUTIDX,NFTYMCAP50,31-Dec-2015,0,XX,0,0,0,3224.45,3261.3,0,0,0,0,30-SEP-2015,
FUTIDX,NIFTY,29-Oct-2015,0,XX,7929,7989.8,7894,7980.35,7980.35,533627,1059261.85,18653575,-171325,30-SEP-2015,
FUTIDX,NIFTY,26-Nov-2015,0,XX,7952.05,8024.9,7929,8015.4,8015.4,4508,26974.85,988050,86100,30-SEP-2015,
FUTIDX,NIFTY,31-Dec-2015,0,XX,7991.25,8066,7975.65,8058.3,8058.3,979,5890.14,152025,39300,30-SEP-2015,
