INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,25-Jun-2015,0,XX,18774,18774,17891.3,17937.15,17937.15,212499,971354.61,2182650,440250,02-JUN-2015,
FUTIDX,BANKNIFTY,30-Jul-2015,0,XX,18745.05,18753,17975,18030.05,18030.05,6502,29843.19,98775,24800,02-JUN-2015,
FUTIDX,BANKNIFTY,27-Aug-2015,0,XX,18895.9,18895.9,18110,18167.75,18167.75,371,1712.9,8700,3300,02-JUN-2015,
FUTIDX,CNXINFRA,25-Jun-2015,0,XX,0,0,0,3245.75,3219.35,0,0,0,0,02-JUN-2015,
FUTIDX,CNXINFRA,30-Jul-2015,0,XX,0,0,0,3218.65,3244.5,0,0,0,0,02-JUN-2015,
FUTIDX,CNXINFRA,27-Aug-2015,0,XX,0,0,0,3235.7,3264.55,0,0,0,0,02-JUN-2015,
FUTIDX,CNXIT,25-Jun-2015,0,XX,11485,11520,11305.05,11324.25,11324.25,488,1391.07,12850,1225,02-JUN-2015,
FUTIDX,CNXIT,30-Jul-2015,0,XX,0,0,0,11559.7,11493.45,2,5.75,100,50,02-JUN-2015,
FUTIDX,CNXIT,27-Aug-2015,0,XX,0,0,0,11689.15,11564.4,0,0,0,0,02-JUN-2015,
FUTIDX,CNXPSE,25-Jun-2015,0,XX,0,0,0,3465.9,3526.8,0,0,0,0,02-JUN-2015,
FUTIDX,CNXPSE,30-Jul-2015,0,XX,0,0,0,3483.45,3554.35,0,0,0,0,02-JUN-2015,
FUTIDX,CNXPSE,27-Aug-2015,0,XX,0,0,0,3584,3576.25,0,0,0,0,02-JUN-2015,
FUTIDX,DJIA,19-Jun-2015,0,XX,18010,18025,17900,17927.5,17927.5,440,1975.78,23700,450,02-JUN-2015,
FUTIDX,DJIA,17-Jul-2015,0,XX,0,0,0,17960,18220,0,0,25,0,02-JUN-2015,
FUTIDX,DJIA,21-Aug-2015,0,XX,0,0,0,18660,18362.5,0,0,0,0,02-JUN-2015,
FUTIDX,DJIA,18-Sep-2015,0,XX,0,0,0,18855,18475,0,0,0,0,02-JUN-2015,
FUTIDX,DJIA,18-Dec-2015,0,XX,0,0,0,19362.5,18847.5,0,0,0,0,02-JUN-2015,
FUTIDX,DJIA,18-Mar-2016,0,XX,0,0,0,19560,19227.5,0,0,0,0,02-JUN-2015,
FUTIDX,FTSE100,19-Jun-2015,0,XX,0,0,0,7010,6980,0,0,400,0,02-JUN-2015,
FUTIDX,FTSE100,17-Jul-2015,0,XX,6870,6870,6870,6870,7023,2,6.87,100,100,02-JUN-2015,
FUTIDX,FTSE100,21-Aug-2015,0,XX,0,0,0,7109,7077,0,0,0,0,02-JUN-2015,
FUTIDX,FTSE100,18-Sep-2015,0,XX,0,0,0,7413,7121,0,0,0,0,02-JUN-2015,
FUTIDX,FTSE100,18-Dec-2015,0,XX,0,0,0,7042,7265,0,0,0,0,02-JUN-2015,
FUTIDX,FTSE100,18-Mar-2016,0,XX,0,0,0,7571,7412,0,0,0,0,02-JUN-2015,
FUTIDX,NFTYMCAP50,25-Jun-2015,0,XX,0,0,0,3377.6,3289.8,0,0,0,0,02-JUN-2015,
FUTIDX,NFTYMCAP50,30-Jul-2015,0,XX,0,0,0,3333.2,3315.5,0,0,0,0,02-JUN-2015,
FUTIDX,NFTYMCAP50,27-Aug-2015,0,XX,0,0,0,3414.35,3335.95,0,0,0,0,02-JUN-2015,
FUTIDX,NIFTY,25-Jun-2015,0,XX,8436,8438.9,8210.95,8225.35,8225.35,829989,1725127.01,16110750,12875,02-JUN-2015,
FUTIDX,NIFTY,30-Jul-2015,0,XX,8440.1,8472.7,8250.65,8263.35,8263.35,18202,37993.12,530550,61025,02-JUN-2015,
FUTIDX,NIFTY,27-Aug-2015,0,XX,8505.05,8505.05,8300,8310.6,8310.6,5784,12179.09,97825,60175,02-JUN-2015,
FUTIDX,S&P500,19-Jun-2015,0,XX,2107.75,2111,2095,2099,2099,206,1082.82,260250,11250,02-JUN-2015,
FUTIDX,S&P500,17-Jul-2015,0,XX,0,0,0,2147.75,2132.75,0,0,0,0,02-JUN-2015,
FUTIDX,S&P500,21-Aug-2015,0,XX,0,0,0,2168.5,2149.25,0,0,0,0,02-JUN-2015,
FUTIDX,S&P500,18-Sep-2015,0,XX,0,0,0,2196.5,2162.5,0,0,0,0,02-JUN-2015,
FUTIDX,S&P500,18-Dec-2015,0,XX,0,0,0,2244.75,2206.25,0,0,0,0,02-JUN-2015,
FUTIDX,S&P500,18-Mar-2016,0,XX,0,0,0,2275.75,2250.75,0,0,0,0,02-JUN-2015,
FUTIVX,INDIAVIX,02-Jun-2015,0,XX,1565,1684,1565,1682.75,1682,4,46.29,1400,1400,02-JUN-2015,
FUTIVX,INDIAVIX,09-Jun-2015,0,XX,0,0,0,1818,1690,0,0,0,0,02-JUN-2015,
FUTIVX,INDIAVIX,16-Jun-2015,0,XX,0,0,0,1714.75,1692.5,0,0,0,0,02-JUN-2015,
FUTSTK,ABIRLANUVO,25-Jun-2015,0,XX,1779.95,1801.95,1740.05,1747.05,1747.05,1806,4009.67,1205250,-18250,02-JUN-2015,
FUTSTK,ABIRLANUVO,30-Jul-2015,0,XX,1812,1812,1764.85,1764.85,1764.85,2,4.47,1375,125,02-JUN-2015,
FUTSTK,ABIRLANUVO,27-Aug-2015,0,XX,0,0,0,1847.05,1774.2,0,0,0,0,02-JUN-2015,
FUTSTK,ACC,25-Jun-2015,0,XX,1491,1528.8,1477,1484.95,1484.95,5382,10054.13,936250,-31625,02-JUN-2015,
FUTSTK,ACC,30-Jul-2015,0,XX,1514,1514,1479.9,1485.2,1485.2,92,171.69,18500,2125,02-JUN-2015,
FUTSTK,ACC,27-Aug-2015,0,XX,0,0,0,1501.3,1509.5,0,0,0,0,02-JUN-2015,
FUTSTK,ADANIENT,25-Jun-2015,0,XX,638,653.5,621,634.4,637,47758,152293.66,4698000,226000,02-JUN-2015,
FUTSTK,ADANIENT,30-Jul-2015,0,XX,640.8,652.9,621.35,634.2,637,550,1749.38,72000,3500,02-JUN-2015,
FUTSTK,ADANIPORTS,25-Jun-2015,0,XX,318.15,321.7,307.8,310.95,310.95,15185,47724.81,12643000,1811000,02-JUN-2015,
FUTSTK,ADANIPORTS,30-Jul-2015,0,XX,320,320,307.9,310.7,310.7,266,836.77,219000,110000,02-JUN-2015,
FUTSTK,ADANIPORTS,27-Aug-2015,0,XX,0,0,0,330,315.05,0,0,1000,0,02-JUN-2015,
FUTSTK,ADANIPOWER,25-Jun-2015,0,XX,37.6,37.75,36.15,36.45,36.45,3593,5280.14,58076000,740000,02-JUN-2015,
FUTSTK,ADANIPOWER,30-Jul-2015,0,XX,37.85,37.85,36.5,36.7,36.7,204,301.45,1188000,320000,02-JUN-2015,
FUTSTK,ADANIPOWER,27-Aug-2015,0,XX,36.9,36.9,36.85,36.9,36.9,3,4.42,64000,12000,02-JUN-2015,
FUTSTK,AJANTPHARM,25-Jun-2015,0,XX,1620.05,1649.5,1547.5,1561,1561,1926,7726.56,211500,46000,02-JUN-2015,
FUTSTK,AJANTPHARM,30-Jul-2015,0,XX,1624.9,1648.4,1568.15,1578,1578,26,104.83,3500,1750,02-JUN-2015,
FUTSTK,AJANTPHARM,27-Aug-2015,0,XX,0,0,0,1481.5,1587.95,0,0,0,0,02-JUN-2015,
FUTSTK,ALBK,25-Jun-2015,0,XX,106.25,106.3,97.25,98,98,3274,6614.02,7224000,376000,02-JUN-2015,
FUTSTK,ALBK,30-Jul-2015,0,XX,106.15,106.15,98.4,98.8,98.8,79,159.9,86000,4000,02-JUN-2015,
FUTSTK,ALBK,27-Aug-2015,0,XX,0,0,0,107.65,101.15,0,0,0,0,02-JUN-2015,
FUTSTK,AMARAJABAT,25-Jun-2015,0,XX,882.2,901.5,869.95,876.15,876.15,820,1813.75,167750,-26750,02-JUN-2015,
FUTSTK,AMARAJABAT,30-Jul-2015,0,XX,885.05,885.05,885.05,885.05,889.75,1,2.21,500,250,02-JUN-2015,
FUTSTK,AMARAJABAT,27-Aug-2015,0,XX,0,0,0,882,895.25,0,0,0,0,02-JUN-2015,
FUTSTK,AMBUJACEM,25-Jun-2015,0,XX,238.55,240.1,230.25,231.65,231.65,2073,4891.21,5679000,-144000,02-JUN-2015,
FUTSTK,AMBUJACEM,30-Jul-2015,0,XX,237.9,239.65,235.05,235.1,234.3,19,45.08,32000,1000,02-JUN-2015,
FUTSTK,AMBUJACEM,27-Aug-2015,0,XX,0,0,0,234.75,235.75,0,0,0,0,02-JUN-2015,
