INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,30-Jul-2015,0,XX,18330,18405,18262,18329.1,18329.1,87035,398906.89,1154975,-333500,29-JUL-2015,
FUTIDX,BANKNIFTY,27-Aug-2015,0,XX,18450,18510.9,18370,18440,18440,30823,142070.05,1222975,377650,29-JUL-2015,
FUTIDX,BANKNIFTY,24-Sep-2015,0,XX,18564.9,18600,18475,18532.95,18532.95,643,2978.41,39575,4425,29-JUL-2015,
FUTIDX,CNXINFRA,30-Jul-2015,0,XX,0,0,0,3218.65,3275.15,0,0,0,0,29-JUL-2015,
FUTIDX,CNXINFRA,27-Aug-2015,0,XX,0,0,0,3235.7,3294.5,0,0,0,0,29-JUL-2015,
FUTIDX,CNXINFRA,24-Sep-2015,0,XX,0,0,0,3362.5,3315,0,0,0,0,29-JUL-2015,
FUTIDX,CNXIT,30-Jul-2015,0,XX,11360.1,11470,11330,11458.85,11458.85,353,1007.87,8850,-1950,29-JUL-2015,
FUTIDX,CNXIT,27-Aug-2015,0,XX,11381.75,11540.05,11381.75,11518.1,11518.1,281,808.6,5325,2425,29-JUL-2015,
FUTIDX,CNXIT,24-Sep-2015,0,XX,0,0,0,11620.05,11612.75,0,0,75,0,29-JUL-2015,
FUTIDX,CNXPSE,30-Jul-2015,0,XX,0,0,0,3483.45,3501.95,0,0,0,0,29-JUL-2015,
FUTIDX,CNXPSE,27-Aug-2015,0,XX,0,0,0,3584,3522.6,0,0,0,0,29-JUL-2015,
FUTIDX,CNXPSE,24-Sep-2015,0,XX,0,0,0,3617.4,3544.55,0,0,0,0,29-JUL-2015,
FUTIDX,DJIA,21-Aug-2015,0,XX,17560,17625,17545,17615,17615,297,1304.65,8075,-4925,29-JUL-2015,
FUTIDX,DJIA,18-Sep-2015,0,XX,17565,17565,17565,17565,17827.5,1,4.39,1100,-25,29-JUL-2015,
FUTIDX,DJIA,16-Oct-2015,0,XX,0,0,0,18477.5,17935,0,0,0,0,29-JUL-2015,
FUTIDX,DJIA,18-Dec-2015,0,XX,0,0,0,19362.5,18180,0,0,0,0,29-JUL-2015,
FUTIDX,DJIA,18-Mar-2016,0,XX,0,0,0,19560,18540,0,0,0,0,29-JUL-2015,
FUTIDX,DJIA,17-Jun-2016,0,XX,0,0,0,19635,18910,0,0,0,0,29-JUL-2015,
FUTIDX,FTSE100,21-Aug-2015,0,XX,0,0,0,6520,6587,0,0,400,0,29-JUL-2015,
FUTIDX,FTSE100,18-Sep-2015,0,XX,0,0,0,7413,6628,0,0,0,0,29-JUL-2015,
FUTIDX,FTSE100,16-Oct-2015,0,XX,0,0,0,6891,6668,0,0,0,0,29-JUL-2015,
FUTIDX,FTSE100,18-Dec-2015,0,XX,0,0,0,7042,6760,0,0,0,0,29-JUL-2015,
FUTIDX,FTSE100,18-Mar-2016,0,XX,0,0,0,7571,6894,0,0,0,0,29-JUL-2015,
FUTIDX,FTSE100,17-Jun-2016,0,XX,0,0,0,7242,7031,0,0,0,0,29-JUL-2015,
FUTIDX,NFTYMCAP50,30-Jul-2015,0,XX,0,0,0,3333.2,3370.3,0,0,0,0,29-JUL-2015,
FUTIDX,NFTYMCAP50,27-Aug-2015,0,XX,0,0,0,3490,3390.15,0,0,75000,0,29-JUL-2015,
FUTIDX,NFTYMCAP50,24-Sep-2015,0,XX,0,0,0,3316.15,3411.3,0,0,0,0,29-JUL-2015,
FUTIDX,NIFTY,30-Jul-2015,0,XX,8385.5,8388,8336.85,8377.65,8377.65,452407,945536.05,11488875,-3377125,29-JUL-2015,
FUTIDX,NIFTY,27-Aug-2015,0,XX,8414,8427,8380.55,8417.95,8417.95,236654,497012.61,12617550,2988800,29-JUL-2015,
FUTIDX,NIFTY,24-Sep-2015,0,XX,8447,8467.15,8423.95,8458.8,8458.8,5554,11721.07,467775,19600,29-JUL-2015,
FUTIDX,S&P500,21-Aug-2015,0,XX,2087.5,2095,2086,2093.5,2093.5,208,1087.53,242000,34000,29-JUL-2015,
FUTIDX,S&P500,18-Sep-2015,0,XX,0,0,0,2196.5,2116.5,0,0,0,0,29-JUL-2015,
FUTIDX,S&P500,16-Oct-2015,0,XX,0,0,0,2166,2129.5,0,0,0,0,29-JUL-2015,
FUTIDX,S&P500,18-Dec-2015,0,XX,0,0,0,2244.75,2158.5,0,0,0,0,29-JUL-2015,
FUTIDX,S&P500,18-Mar-2016,0,XX,0,0,0,2275.75,2201.25,0,0,0,0,29-JUL-2015,
FUTIDX,S&P500,17-Jun-2016,0,XX,0,0,0,2299,2245,0,0,0,0,29-JUL-2015,
FUTIVX,INDIAVIX,04-Aug-2015,0,XX,0,0,0,1610.5,1589.5,0,0,0,0,29-JUL-2015,
FUTIVX,INDIAVIX,11-Aug-2015,0,XX,0,0,0,1533.5,1592,0,0,0,0,29-JUL-2015,
FUTIVX,INDIAVIX,18-Aug-2015,0,XX,0,0,0,1602.5,1587,0,0,0,0,29-JUL-2015,
FUTSTK,ABIRLANUVO,30-Jul-2015,0,XX,2190.2,2204.95,2152,2196.85,2196.85,3438,9377.89,477375,-157500,29-JUL-2015,
FUTSTK,ABIRLANUVO,27-Aug-2015,0,XX,2198.5,2215,2161,2208.25,2208.25,2595,7116.44,386625,114125,29-JUL-2015,
FUTSTK,ABIRLANUVO,24-Sep-2015,0,XX,2173.8,2214.6,2173.8,2206.65,2206.65,5,13.7,2000,375,29-JUL-2015,
FUTSTK,ACC,30-Jul-2015,0,XX,1367.5,1376.7,1349.3,1370.05,1370.05,8643,14727.37,805875,-375625,29-JUL-2015,
FUTSTK,ACC,27-Aug-2015,0,XX,1373.25,1384.5,1356.95,1377.35,1377.35,6998,11984.56,945500,448375,29-JUL-2015,
FUTSTK,ACC,24-Sep-2015,0,XX,0,0,0,1403,1386.95,0,0,1000,0,29-JUL-2015,
FUTSTK,ADANIENT,30-Jul-2015,0,XX,80.9,82.25,80.05,81.75,81.75,12940,5249.32,4239000,-2049500,29-JUL-2015,
FUTSTK,ADANIENT,27-Aug-2015,0,XX,80,81.35,79.45,80.8,80.8,8576,3437.98,8457500,2156500,29-JUL-2015,
FUTSTK,ADANIENT,24-Sep-2015,0,XX,81.05,81.05,80,80.95,80.95,25,10.05,253500,7000,29-JUL-2015,
FUTSTK,ADANIPORTS,30-Jul-2015,0,XX,315.6,316.55,313.6,314.9,314.9,5412,17027.06,6194000,-3754000,29-JUL-2015,
FUTSTK,ADANIPORTS,27-Aug-2015,0,XX,317.35,318.05,315.45,316.65,316.65,5332,16869.21,10499000,3650000,29-JUL-2015,
FUTSTK,ADANIPORTS,24-Sep-2015,0,XX,318.9,318.9,318,318.5,318.6,3,9.55,4000,1000,29-JUL-2015,
FUTSTK,ADANIPOWER,30-Jul-2015,0,XX,27.15,27.15,26.3,26.55,26.55,8949,9560.54,46396000,-14156000,29-JUL-2015,
FUTSTK,ADANIPOWER,27-Aug-2015,0,XX,27.3,27.35,26.5,26.75,26.75,7825,8419.76,59876000,15312000,29-JUL-2015,
FUTSTK,ADANIPOWER,24-Sep-2015,0,XX,27.35,27.4,26.75,26.85,26.85,64,69.07,524000,124000,29-JUL-2015,
