INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,25-Jun-2015,0,XX,18525.5,18789.9,18478,18764.15,18764.15,111790,521713.4,1618300,5875,29-MAY-2015,
FUTIDX,BANKNIFTY,30-Jul-2015,0,XX,18591.95,18860.35,18559.7,18841.95,18841.95,1920,8992.75,60075,14250,29-MAY-2015,
FUTIDX,BANKNIFTY,27-Aug-2015,0,XX,18830.95,18955,18649.95,18936.05,18936.05,164,772.09,2250,2250,29-MAY-2015,
FUTIDX,CNXINFRA,25-Jun-2015,0,XX,0,0,0,3245.75,3240.15,0,0,0,0,29-MAY-2015,
FUTIDX,CNXINFRA,30-Jul-2015,0,XX,0,0,0,3218.65,3266.3,0,0,0,0,29-MAY-2015,
FUTIDX,CNXINFRA,27-Aug-2015,0,XX,0,0,0,3235.7,3287.05,0,0,0,0,29-MAY-2015,
FUTIDX,CNXIT,25-Jun-2015,0,XX,11419.95,11600,11380.25,11567.55,11567.55,1397,4014.65,16150,2100,29-MAY-2015,
FUTIDX,CNXIT,30-Jul-2015,0,XX,11550.8,11600,11550.8,11600,11738.4,2,5.78,50,50,29-MAY-2015,
FUTIDX,CNXIT,27-Aug-2015,0,XX,0,0,0,11689.15,11812.95,0,0,0,0,29-MAY-2015,
FUTIDX,CNXPSE,25-Jun-2015,0,XX,0,0,0,3465.9,3579.6,0,0,0,0,29-MAY-2015,
FUTIDX,CNXPSE,30-Jul-2015,0,XX,0,0,0,3483.45,3608.55,0,0,0,0,29-MAY-2015,
FUTIDX,CNXPSE,27-Aug-2015,0,XX,0,0,0,3584,3631.45,0,0,0,0,29-MAY-2015,
FUTIDX,DJIA,19-Jun-2015,0,XX,18127.5,18127.5,18040,18055,18055,294,1327.54,21950,-1875,29-MAY-2015,
FUTIDX,DJIA,17-Jul-2015,0,XX,0,0,0,18472.5,18330,0,0,0,0,29-MAY-2015,
FUTIDX,DJIA,21-Aug-2015,0,XX,0,0,0,18660,18475,0,0,0,0,29-MAY-2015,
FUTIDX,DJIA,18-Sep-2015,0,XX,0,0,0,18855,18592.5,0,0,0,0,29-MAY-2015,
